Image ID;External ID;Image URL;Object Name;Annotation Type;Annotation Details
cm2opd4et1exq0735oa46yakb;Dag3-38.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F145bf40c-4e10-19dd-04f8-826a0b8f76ca-Dag3-38.jpg?Expires=1731342067134&KeyName=labelbox-assets-key-3&Signature=cvqYEqFFlJgPT2UUICZdtwmGNSE;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exr0735fs0bhrhw;Dag3-39.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F7c1a8654-081a-d793-50ab-32f09450015c-Dag3-39.jpg?Expires=1731342067137&KeyName=labelbox-assets-key-3&Signature=zuVJCz6iq_5RSm5gFHLLLU1NpWQ;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exu0735og32k2tf;Dag3-42.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F6446b6de-5b45-a300-e61a-1ae63f5d3c0c-Dag3-42.jpg?Expires=1731342067138&KeyName=labelbox-assets-key-3&Signature=5Vq3RgRPJCWtXl8UgbX2D9M8HHE;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exw0735d55cb9b1;Dag3-44.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F89f489dd-eeb2-29f1-49c6-16659578a34b-Dag3-44.jpg?Expires=1731342067139&KeyName=labelbox-assets-key-3&Signature=QdNybZ1vMwQeaznz2xxDxW4f74k;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exx0735vgm7syk7;Dag3-45.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fadbed04b-bf81-209d-21e9-971242c8daf5-Dag3-45.jpg?Expires=1731342067139&KeyName=labelbox-assets-key-3&Signature=AyCezR7n1nIRNBVFgx_yaxLJGX4;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1exz07354sgdik2z;Dag3-47.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F460fa298-918a-1a1f-30da-45c58bbd7b26-Dag3-47.jpg?Expires=1731342067138&KeyName=labelbox-assets-key-3&Signature=iuS9WP8VH80oabyK81WQsJepbfU;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ey20735wdpkcxpx;Dag3-50.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F2aa8cbe2-0f02-01b1-0ec8-802ff1dd52a7-Dag3-50.jpg?Expires=1731342067141&KeyName=labelbox-assets-key-3&Signature=_eUO15foZqveCnBgvJaS2JIekQs;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ey407357x9ufsml;Dag3-52.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc7411220-da8d-6d65-5fe8-d5a86288cea2-Dag3-52.jpg?Expires=1731342067141&KeyName=labelbox-assets-key-3&Signature=izE0XGUl14--pjMHOzh6ibIpogI;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ey507353pruajy9;Dag3-53.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F48be1ef1-d1e5-8b3a-2d80-08aef35df429-Dag3-53.jpg?Expires=1731342067142&KeyName=labelbox-assets-key-3&Signature=ZEw0EQnOn0Fr-xAsrQqqNysVZi0;Day3;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opd4et1ey6073577adj08u;Dag3-54.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F6d7075fc-39ce-7d6b-d2d0-480086ef92a1-Dag3-54.jpg?Expires=1731342067143&KeyName=labelbox-assets-key-3&Signature=t66lFZw680kuv9kB-zreKlDrGq8;Day3;ImageBoundingBox;Top: 0.0, Left: 19.0, Height: 3472.0, Width: 4605.0
cm2opeteg1m8n0744upqftz1q;Dag4.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F04da2a78-7958-5e22-dc56-1eb848dd7edb-Dag4.jpg?Expires=1731342067144&KeyName=labelbox-assets-key-3&Signature=jJpcVT1kVAzRUGqOOVT4eMRxHag;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m8o0744ii0i9xn5;Dag4-2.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F913cd17b-d4f1-56f1-a4df-d815a6a57f7c-Dag4-2.jpg?Expires=1731342067144&KeyName=labelbox-assets-key-3&Signature=IUAOosLi2jCvCRA2bOwAUhf1aCI;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m8p0744kuosb7u0;Dag4-3.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fbb847f6f-aa29-4670-b6c5-800af690c678-Dag4-3.jpg?Expires=1731342067143&KeyName=labelbox-assets-key-3&Signature=aP-ATaHXfhVDI2LZx65cz5cKYkQ;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m8q0744fan3ea5b;Dag4-4.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F1fbbb185-83d2-4276-5bc7-214c548bad83-Dag4-4.jpg?Expires=1731342067147&KeyName=labelbox-assets-key-3&Signature=spIFzb3NwZH5x0N7-bKKzbZdf6c;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m8r0744iggrw92t;Dag4-5.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F8cc41f94-da05-c179-1c51-706d0f5564f6-Dag4-5.jpg?Expires=1731342067148&KeyName=labelbox-assets-key-3&Signature=NsSxTWG6JeUdxCo8QcqKyVAurk4;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m8s0744yv2vcndk;Dag4-6.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F3b2f44d4-0f89-bfb2-37d4-32b1d1f98575-Dag4-6.jpg?Expires=1731342067149&KeyName=labelbox-assets-key-3&Signature=-8fbtE2whsKb4HpdNEEaCLEzqAA;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m8t0744r25pyvls;Dag4-7.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fffa814a9-a739-9ae2-fa6d-3bd406505638-Dag4-7.jpg?Expires=1731342067149&KeyName=labelbox-assets-key-3&Signature=rkqNp2e-wjd8kRx1nQL5gbexZWQ;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m900744vgrah685;Dag4-15.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc32f5990-9a16-cda7-c0b7-2f49862e0b9c-Dag4-15.jpg?Expires=1731342067148&KeyName=labelbox-assets-key-3&Signature=yR0mvzr7vVJYeH9Iqo8VhtZd6RY;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m910744tzr0g0vp;Dag4-16.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F1238b835-1203-cc92-4505-455f44352f53-Dag4-16.jpg?Expires=1731342067151&KeyName=labelbox-assets-key-3&Signature=ZmyDwbHhilUoOEx2wJltOyI0M2A;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m950744bg8fktds;Dag4-20.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F98f2a59d-2f46-6a70-1f65-5895613a0038-Dag4-20.jpg?Expires=1731342067152&KeyName=labelbox-assets-key-3&Signature=ZiLoYPEOv--KUuw0JJ07tCQtm38;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m960744wxcdeu0p;Dag4-21.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fb5db6d43-9f66-296f-c243-cc35de751cd2-Dag4-21.jpg?Expires=1731342067152&KeyName=labelbox-assets-key-3&Signature=CKLrHng2esgTyeWM0vDbF0eM9oA;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m980744y3nc0nby;Dag4-23.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F8a574999-7aca-925e-e380-3060047afe8f-Dag4-23.jpg?Expires=1731342067153&KeyName=labelbox-assets-key-3&Signature=8BOaVnhOKwjQ2sk6-U_8DLdHpA0;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m99074405r6tm9m;Dag4-24.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F59643231-fc3a-66fb-b08e-f38db59fc1a6-Dag4-24.jpg?Expires=1731342067154&KeyName=labelbox-assets-key-3&Signature=H042T2pAlZlELfit4LpFzd-jBRE;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9a0744nvixd636;Dag4-25.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F4fec0156-88eb-c188-511b-17de30d2c5e0-Dag4-25.jpg?Expires=1731342067154&KeyName=labelbox-assets-key-3&Signature=DtSdzip5xve1klmCQZU0PHkaMLs;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9d0744vl5belbh;Dag4-28.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F5a8a0b6a-2a9c-d9ca-8c78-ca685d24f850-Dag4-28.jpg?Expires=1731342067153&KeyName=labelbox-assets-key-3&Signature=_Bel_1Fcw1C7MyIFdW8TMq4Kmso;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9e07441jyjg9l8;Dag4-29.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F6dbf7e07-c0d9-f9d1-44bd-234a6a38ad49-Dag4-29.jpg?Expires=1731342067157&KeyName=labelbox-assets-key-3&Signature=wB5ploY-8ASOlQFrHbVSnAiPPwk;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9g0744y51ul29k;Dag4-31.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fbfe99a83-3cdc-5f62-39aa-86a9b69baa95-Dag4-31.jpg?Expires=1731342067157&KeyName=labelbox-assets-key-3&Signature=UKY1HBbbmDqI9D7TuOVLH4QNNAc;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9h0744q7fj2qkj;Dag4-32.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F57169126-24dd-a8db-72fe-897467a851f8-Dag4-32.jpg?Expires=1731342067159&KeyName=labelbox-assets-key-3&Signature=liLemfaR5psBhrn5yafb4XbpuQU;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9k0744r9bmlbdc;Dag4-35.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fe58c27d6-fa91-cff3-d928-6a3637302801-Dag4-35.jpg?Expires=1731342067158&KeyName=labelbox-assets-key-3&Signature=dBLMSjAGcu38rRqlYeeefJb6Rro;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9l0744bcw05yig;Dag4-36.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fed35071c-0ab6-f61c-bc78-a8df0340bfa7-Dag4-36.jpg?Expires=1731342067158&KeyName=labelbox-assets-key-3&Signature=RjPYqGQQBzc3A6DAXc8JbkccPUA;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9n07444onf2t4q;Dag4-38.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fade00519-c12b-e43a-ebfb-ec0eb6c24b4b-Dag4-38.jpg?Expires=1731342067161&KeyName=labelbox-assets-key-3&Signature=yCUXAEPAvKZJs97WpdNIr1o4B38;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9p0744lgeavgc2;Dag4-40.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F43e42ec3-4f1c-0b62-5fb7-a9adce143531-Dag4-40.jpg?Expires=1731342067162&KeyName=labelbox-assets-key-3&Signature=ckc1KcQag_btLUVJAUkjL0ovZyA;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9r0744gc5qpwgq;Dag4-42.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fbb79c940-9d40-723b-390d-95c4a3f383ed-Dag4-42.jpg?Expires=1731342067162&KeyName=labelbox-assets-key-3&Signature=it3xNpR0Tl2GtE5IZqET9sPgTII;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9s0744ktbpcsu6;Dag4-43.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F62f71520-3bdd-a9f4-fcfd-d486b4ee0d74-Dag4-43.jpg?Expires=1731342067163&KeyName=labelbox-assets-key-3&Signature=fSWuaGe9selxQ2YNuX0aM8hhKqM;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opeteg1m9u0744tt6g7e80;Dag4-45.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fb3033da6-89a7-b4c6-d099-37359facdaa2-Dag4-45.jpg?Expires=1731342067164&KeyName=labelbox-assets-key-3&Signature=PMP58XhQ-_zQwU3Z-stxAA2kW68;Day4;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syl0711bmwvs55e;Dag5.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F81db89b1-afcc-2335-dd78-a0edbe1fda25-Dag5.jpg?Expires=1731342067164&KeyName=labelbox-assets-key-3&Signature=1nK3b7e1y3Hn4yerFW_kdFfWAgI;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syn071138p3nmst;Dag5-3.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F7559a765-4682-74ee-7ed3-4195c9953b28-Dag5-3.jpg?Expires=1731342067163&KeyName=labelbox-assets-key-3&Signature=d_iId00UeGH6SoxVPML2fJrHAk4;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syo0711i6t9d2ww;Dag5-4.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F274bcd2e-d4b5-52d0-7f38-2bcb1453f7df-Dag5-4.jpg?Expires=1731342067167&KeyName=labelbox-assets-key-3&Signature=CFb_ll94c4_pfC0lHkBlfsHCNlo;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syp0711m7pczu68;Dag5-5.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F4d4a9811-e661-9bd9-373b-fb2186f0c1bc-Dag5-5.jpg?Expires=1731342067167&KeyName=labelbox-assets-key-3&Signature=VCY1ZNzSmCQrohvWYKEEWU48vkQ;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syq0711wo0bmlpx;Dag5-6.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F3e01c119-3857-020a-09ad-590e79ac0361-Dag5-6.jpg?Expires=1731342067169&KeyName=labelbox-assets-key-3&Signature=80_Pbr_L_GO8lV26G9ZH1qFD90o;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syr07114rsbociu;Dag5-7.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F4c9a2967-5824-9f26-9fa1-155ef9d90563-Dag5-7.jpg?Expires=1731342067168&KeyName=labelbox-assets-key-3&Signature=5DZ_xrAfLI_pX0Lhu1TmKPJGlLU;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syu0711nqykjywd;Dag5-10.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F102be4e2-741e-97f2-1af7-4c3dcb515c55-Dag5-10.jpg?Expires=1731342067168&KeyName=labelbox-assets-key-3&Signature=cdD767oRPHixaBamwAIQ05hRsXs;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syv0711viqzcyrp;Dag5-11.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F414c7c71-db9b-e482-aa2b-ff1d7689252e-Dag5-11.jpg?Expires=1731342067171&KeyName=labelbox-assets-key-3&Signature=iqixBsYmPjiaFvyv4Q3psZJoUHI;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syx0711zwwk5myq;Dag5-13.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Ffef08206-0177-c353-7655-6bc16788909a-Dag5-13.jpg?Expires=1731342067171&KeyName=labelbox-assets-key-3&Signature=9w9ampsPRA3vYMPHS6l1TzVvWfw;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syy07112mcgultw;Dag5-14.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F797f7b3a-f8d1-1ff2-e169-2990c4a3b674-Dag5-14.jpg?Expires=1731342067172&KeyName=labelbox-assets-key-3&Signature=YXXvmC_LGxGyOvFFUlb2gYJ4hDQ;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1syz0711jgo2paci;Dag5-15.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F99533d01-07b6-b2de-dc7d-75b83421a317-Dag5-15.jpg?Expires=1731342067172&KeyName=labelbox-assets-key-3&Signature=8x7rp_nkL-D3MTXnNbePYxkftJM;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1sz20711wodesy2t;Dag5-18.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F83687870-2f13-8335-ad3e-3c09f97741e8-Dag5-18.jpg?Expires=1731342067174&KeyName=labelbox-assets-key-3&Signature=6HTTgTy3xKmk_GDfSPpe-b2-8Xc;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1sz407117ffv593o;Dag5-20.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Ff55787a4-aad8-00f6-18b0-d3d3ade17aca-Dag5-20.jpg?Expires=1731342067173&KeyName=labelbox-assets-key-3&Signature=zLNyPTokFKXMXAEMhAZmDKmMksM;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1sz50711gvf7217y;Dag5-21.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc6623d1c-d85b-336a-0f40-d5bcf9a1c593-Dag5-21.jpg?Expires=1731342067173&KeyName=labelbox-assets-key-3&Signature=3jHeu8aetyMb72-82aVB51bu6qA;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1sz707112hesgs10;Dag5-23.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fae5a9dad-16bf-77ca-f20e-f7764d6d8b7a-Dag5-23.jpg?Expires=1731342067176&KeyName=labelbox-assets-key-3&Signature=y9p4BLY9zTmZkHGtLVNHEXER-1c;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opg78t1sz80711o4c0fygw;Dag5-24.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F92531511-11f9-237c-b59c-d421494f3397-Dag5-24.jpg?Expires=1731342067177&KeyName=labelbox-assets-key-3&Signature=KW_bdby-VcRuFIxxGWXzjZshAYs;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opg78t1sz90711eh20e6l6;Dag5-25.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F5c9187f2-fe6a-e7d6-f492-c333dde000bd-Dag5-25.jpg?Expires=1731342067178&KeyName=labelbox-assets-key-3&Signature=-yN-_x6jthC6pmN94RZgRA1cgaY;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 4624.0, Width: 3472.0
cm2opg78t1szb0711wtye0eqe;Dag5-27.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fda52569c-3b02-e394-9921-53fbc09ee81d-Dag5-27.jpg?Expires=1731342067178&KeyName=labelbox-assets-key-3&Signature=InE-UfOe-uHR-8L4PxTCbXzyIpI;Day5;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vf0761tt8uiukf;Dag6.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F14f514cd-e115-d759-1617-25817dca44cb-Dag6.jpg?Expires=1731342067177&KeyName=labelbox-assets-key-3&Signature=ie2bKLqpw_5ib1z7xueU1kxDSSw;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vg0761bsv07r55;Dag6-2.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fcacfd57e-954f-4581-7132-18d34351ec89-Dag6-2.jpg?Expires=1731342067183&KeyName=labelbox-assets-key-3&Signature=NcTfqX-_UxuCzAj7DSdElrlV7W8;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vh0761wv8bbxle;Dag6-3.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F437faf51-b051-c6a5-22c8-59bc93f857f4-Dag6-3.jpg?Expires=1731342067183&KeyName=labelbox-assets-key-3&Signature=e_4B0F2yFp7K6-d9pRKVI1EghBY;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vj0761jwdz13hh;Dag6-5.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fdd166881-dc3d-9a54-814d-d48d30807718-Dag6-5.jpg?Expires=1731342067184&KeyName=labelbox-assets-key-3&Signature=B7a0nyRg9no47IVaB-mfNYQtvfY;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vm0761nucicgee;Dag6-8.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fc1db3f60-aa6d-d654-6661-4ba888743f52-Dag6-8.jpg?Expires=1731342067185&KeyName=labelbox-assets-key-3&Signature=EWgjW_xIXOR1H-gSmOEM9nkWCAM;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vn07617e4p7fm3;Dag6-9.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F3fdcc47e-5450-7cf5-3672-2545338e9aff-Dag6-9.jpg?Expires=1731342067185&KeyName=labelbox-assets-key-3&Signature=ryRnKnYowVkkU7HTTYZCMzlQp7o;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vo07619ivmvoox;Dag6-10.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F29370f66-58d6-44b3-ef71-d0251865a37a-Dag6-10.jpg?Expires=1731342067184&KeyName=labelbox-assets-key-3&Signature=qnwAam5hAVURnB6IO0iIOyGjFTg;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vp0761ixvxcola;Dag6-11.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F7ea27db5-2f52-ee5a-6ede-00dbff106eee-Dag6-11.jpg?Expires=1731342067187&KeyName=labelbox-assets-key-3&Signature=V3XST2x-_8cugjnIfSrw5UOH9JY;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vq0761ftwa15x7;Dag6-12.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F291d2bcd-cc6e-d2c1-498d-80c641fdd81c-Dag6-12.jpg?Expires=1731342067187&KeyName=labelbox-assets-key-3&Signature=BaIK-Ih3r8SeHFIrB7O3m6oxEAo;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vs0761gu0d6f0w;Dag6-14.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Ff9c38513-f0a7-da39-6e1e-895dfd32dd27-Dag6-14.jpg?Expires=1731342067188&KeyName=labelbox-assets-key-3&Signature=eJZWX3zkkh-s4M8jd9RjVHm7AIU;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vt0761n56vo8b7;Dag6-15.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F2e337aeb-549b-f80d-46d7-edb3e661b430-Dag6-15.jpg?Expires=1731342067189&KeyName=labelbox-assets-key-3&Signature=P9GkzqDFcuUI2NufSzwKQyyd8WM;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vv0761by85wzdk;Dag6-17.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F0a047f2e-df0f-9af1-d326-7914b17f55b9-Dag6-17.jpg?Expires=1731342067188&KeyName=labelbox-assets-key-3&Signature=iC6rnL8mzYuqpYKLM-LZUAhmGJk;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19vz0761eyyc4r87;Dag6-21.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2Fd67c27bd-463f-e5e2-966f-a99d95c70aa4-Dag6-21.jpg?Expires=1731342067188&KeyName=labelbox-assets-key-3&Signature=dnjqeg97LAx9L05r11ZhngtcI40;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
cm2opijun19w10761jt9c5fpz;Dag6-23.jpg;https://storage.labelbox.com/cm2309tlj04u307y7hser89v1%2F9de074d0-d086-58a6-9121-cb5e5d62abc3-Dag6-23.jpg?Expires=1731342067191&KeyName=labelbox-assets-key-3&Signature=pJTzG1W9V0rRKbQZdIzUWLIhBVk;Day6;ImageBoundingBox;Top: 0.0, Left: 0.0, Height: 3472.0, Width: 4624.0
